"NUMERO_PROCESSO_COMPRA";"URL_PORTAL_TRANSPARENCIA";"DATA_CADASTRAMENTO_PROCESSO";"OBJETO_PROCESSO";"URL_DOCUMENTOS_PROCESSO";"CODIGO_ORGAO_DEMANDANTE";"ORGAO_DEMANDANTE";"SITUACAO_PROCESSO";"PROCEDIMENTO_CONTRATACAO";"NUMERO_REGISTRO_PRECO";"URL_NUMERO_REGISTRO_PRECO";"NUMERO_CONTRATO";"URL_INTEGRA_CONTRATO";"CODIGO_ORGAO_CONTRATO";"ORGAO_CONTRATO";"DATA_PUBLICACAO";"INICIO_VIGENCIA";"FIM_VIGENCIA";"FIM_VIGENCIA_ATUALIZADA";"CPF_CNPJ_CONTRATADO";"CONTRATADO";"PROCESSO_SEI";"URL_PROCESSO_SEI";"CODIGO_ITEM_MATERIAL_SERVICO";"ITEM_MATERIAL_SERVICO";"CODIGO_UNIDADE_ORCAMENTARIA";"UNIDADE_ORCAMENTARIA";"LINHA_FORNECIMENTO";"CIDADE_ENTREGA";"QUANTIDADE_HOMOLOGADA";"VALOR_REFERENCIA_UNITARIO";"VALOR_HOMOLOGADO_UNITARIO";"VALOR_REFERENCIA";"VALOR_HOMOLOGADO"
"2281314 000011/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/22-06-2020/1831104/0/0/62303/0/0/0/0/21797/84950030/218748/1756699/324454/2281314000011-2020";2020-05-21;"AQUISIÇÃO DE MÁSCARAS FACIAL EM TECIDO, DUPLA PROTEÇÃO, LAVÁVEL E NÃO DESCARTÁVEL";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2281314&numero=11&ano=2020";2280;"FUNDACAO DE EDUCACAO PARA TRABALHO DE MINAS GERAIS";"Concluído";"Registro de preços não realizado no SIRP";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"71.354.641/0001-92";"RESERVA BRASILEIRA INDUSTRIA E COMERCIO LTDA. - EPP";"2280.01.0000390/2020-09";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNdGSCarvNxJf-7CIqnjsEXbAOIlY0pk_RVeMl25opd55";1756699;"MASCARA DE PROTECAO -  MODELO: FACIAL; MATERIA-PRIMA: MALHA, 100% ALGODAO, GRAMATURA 150 G/M2; FILTRO: SEM FILTRO; CLASSE DO FILTRO: NAO APLICAVEL; PROTECAO: VIAS AEREAS SUPERIORES; VALVULA: NAO APLICAVEL; VISOR: NAO APLICAVEL; FIXACAO: ELASTICOS;";2281;"FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS";"EQUIPAMENTOS,COMPONENTES E ACESSORIOS PARA PROTECAO INDIVIDUAL - EPI";"MINAS GERAIS";127;1,89;1,89;240,03;240,03
"2301925 000001/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/31-05-2020/1831084/0/0/19962/0/0/0/0/7051/3010163/94368/1155/321506/2301925000001-2020";2020-03-31;"REFORMA DA ALA ¿D¿ E AMPLIAÇÃO DA CAPACIDADE DE CARGA DA SUBESTAÇÃO DO HOSPITAL EDUARDO DE MENEZES, NO MUNICÍPIO DE BELO HORIZONTE ¿ UNIDADE INTEGRANTE DA FUNDAÇÃO HOSPITALAR DO ESTADO DE MINAS GERAIS";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2301925&numero=1&ano=2020";2300;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM";"Concluído";"Dispensa de Licitação";NA;NA;9245674;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162508";2300;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM";2020-04-01;2020-04-01;2020-10-01;2020-10-27;"03.367.118/0001-40";"CONSTRUTORA SINARCO LTDA";"2300.01.0048942/2020-33";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNcRjPwXFitFhfS7KLPDdYgYJdPtKoxHVfo1reueoR29T";1155;"ADAPTACOES E REFORMAS";2301;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS";"OBRAS E SERVICOS DE ENGENHARIA CIVIL";"Belo Horizonte";0;4359428,86;4359428,86;4359428,86;4359428,86
"2301925 000002/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/31-05-2020/1831084/0/0/16018/0/0/0/0/7051/3010163/94368/1155/322267/2301925000002-2020";2020-04-14;"EXECUÇÃO DOS SERVIÇOS DE ENGENHARIA, ABRANGENDO REPAROS GERAIS, COMPLEMENTAÇÃO DA INSTALAÇÃO DO SISTEMA DE CLIMATIZAÇÃO E EXAUSTÃO, INSTALAÇÃO DE CÂMARAS FRIAS DO SVO";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2301925&numero=2&ano=2020";2300;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM";"Concluído";"Dispensa de Licitação";NA;NA;9245950;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162645";2300;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM";2020-04-15;2020-04-15;2020-10-15;2020-10-15;"04.764.300/0001-06";"EFICIENCIA CONSTRUTORA LTDA";"2300.01.0053745/2020-41";NA;1155;"ADAPTACOES E REFORMAS";2301;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS";"OBRAS E SERVICOS DE ENGENHARIA CIVIL";"Belo Horizonte";0;1041625,57;1041625,57;1041625,57;1041625,57
"2301925 000003/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/31-05-2020/1831084/0/0/26247/0/0/0/0/7051/3010163/94368/1155/323729/2301925000003-2020";2020-05-12;"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA, EM CARÁTER EMERGENCIAL E POR DISPENSA DE LICITAÇÃO, PARA A REFORMA DO HOSPITAL JULIA KUBITSCHEK EM BELO HORIZONTE.";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2301925&numero=3&ano=2020";2300;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM";"Concluído";"Dispensa de Licitação";NA;NA;9247198;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163055";2300;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM";2020-05-12;2020-05-12;2020-12-30;2020-12-30;"00.645.535/0001-10";"2A ENGENHARIA E CONSTRUCOES LTDA";"2300.01.0058319/2020-24";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZMC_X2vfK31SJ80Ne-80XwFRI_knf2x3dLuVrJDLlhh";1155;"ADAPTACOES E REFORMAS";2301;"DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS";"OBRAS E SERVICOS DE ENGENHARIA CIVIL";"Belo Horizonte";0;7116343,26;7116343,26;7116343,26;7116343,26
"2311076 000134/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/30-04-2020/1831059/0/0/13609/0/0/0/0/8131/41300068/5218/18228/322585/2311076000134-2020";2020-04-07;"MATERIAIS MÉDICO HOSPITALARES";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2311076&numero=134&ano=2020";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"Concluído";"Dispensa de Licitação";NA;NA;9245982;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162686";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";2020-04-22;2020-04-18;2021-04-18;2020-10-17;"05.075.964/0001-12";"CINCO - CONFIANCA INDUSTRIA E COMERCIO LTDA.";"2310.01.0005838/2020-70";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNV03QmTiVf8HJrBhgdrdF810-6Ndp2jxC5JEqN8FAdGX";18228;"FILTRO ABSOLUTO - TIPO: HEPA 3, EFICIENCIA DE FILTRAGEM 99,7% D.O.P; CLASSE: PENETRACAO DE BACTERIAS: MEDIA MENOR QUE 0,00069%; MOLDURA: SEM MOLDURA; DIMENSOES: 48"" X 11"" X 24""; VAZAO: ELEMENTO FILTRANTE:FIBRA VIDRO C/AG.ANTIMICROBIANO; RESISTENCIA TERMICA: 100ºC; CONFIGURACAO: -;";2311;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"INSTRUMENTOS E EQUIPAMENTOS ODONTOLOGICOS, COMPONENTES E ACESSORIOS";"Montes Claros";200;36;36;7200;7200
"2311076 000134/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/30-04-2020/1831059/0/0/13609/0/0/0/0/8131/41300068/5218/18228/322585/2311076000134-2020";2020-04-07;"MATERIAIS MÉDICO HOSPITALARES";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2311076&numero=134&ano=2020";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"Concluído";"Dispensa de Licitação";NA;NA;9245982;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162686";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";2020-04-22;2020-04-18;2021-04-18;2020-10-17;"05.075.964/0001-12";"CINCO - CONFIANCA INDUSTRIA E COMERCIO LTDA.";"2310.01.0005838/2020-70";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNV03QmTiVf8HJrBhgdrdF810-6Ndp2jxC5JEqN8FAdGX";236268;"SISTEMA FECHADO DE ASPIRACAO TRAQUEAL - TIPO: ADULTO;";2311;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"Montes Claros";50;45;45;2250;2250
"2311076 000134/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/30-04-2020/1831059/0/0/13609/0/0/0/0/8131/41300068/5218/18228/322585/2311076000134-2020";2020-04-07;"MATERIAIS MÉDICO HOSPITALARES";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2311076&numero=134&ano=2020";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"Concluído";"Dispensa de Licitação";NA;NA;9245982;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162686";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";2020-04-22;2020-04-18;2021-04-18;2020-10-17;"05.075.964/0001-12";"CINCO - CONFIANCA INDUSTRIA E COMERCIO LTDA.";"2310.01.0005838/2020-70";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNV03QmTiVf8HJrBhgdrdF810-6Ndp2jxC5JEqN8FAdGX";461920;"FILTRO PARA SISTEMA RESPIRATORIO - APLICACAO: ANESTESIA GERAL E VENTILACAO MECANICA; TIPO: ADULTO;";2311;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"Montes Claros";600;8;8;4800;4800
"2311076 000134/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/30-04-2020/1831059/0/0/13609/0/0/0/0/8131/41300068/5218/18228/322585/2311076000134-2020";2020-04-07;"MATERIAIS MÉDICO HOSPITALARES";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2311076&numero=134&ano=2020";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"Concluído";"Dispensa de Licitação";NA;NA;9245982;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162686";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";2020-04-22;2020-04-18;2021-04-18;2020-10-17;"05.075.964/0001-12";"CINCO - CONFIANCA INDUSTRIA E COMERCIO LTDA.";"2310.01.0005838/2020-70";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNV03QmTiVf8HJrBhgdrdF810-6Ndp2jxC5JEqN8FAdGX";804495;"SISTEMA FECHADO DE ASPIRACAO TRAQUEAL - TIPO: COM VIA DE IRRIGACAO;";2311;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"Montes Claros";170;45;45;7650;7650
"2311076 000134/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/30-04-2020/1831059/0/0/13609/0/0/0/0/8131/41300068/5218/18228/322585/2311076000134-2020";2020-04-07;"MATERIAIS MÉDICO HOSPITALARES";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2311076&numero=134&ano=2020";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"Concluído";"Dispensa de Licitação";NA;NA;9245982;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162686";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";2020-04-22;2020-04-18;2021-04-18;2020-10-17;"05.075.964/0001-12";"CINCO - CONFIANCA INDUSTRIA E COMERCIO LTDA.";"2310.01.0005838/2020-70";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNV03QmTiVf8HJrBhgdrdF810-6Ndp2jxC5JEqN8FAdGX";1129139;"SISTEMA FECHADO DE ASPIRACAO TRAQUEAL - TIPO: NEONATAL, CALIBRE 6 FRENCH;";2311;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"Montes Claros";30;45;45;1350;1350
"2311076 000134/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/30-04-2020/1831059/0/0/13609/0/0/0/0/8131/41300068/5218/18228/322585/2311076000134-2020";2020-04-07;"MATERIAIS MÉDICO HOSPITALARES";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2311076&numero=134&ano=2020";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"Concluído";"Dispensa de Licitação";NA;NA;9245982;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162686";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";2020-04-22;2020-04-18;2021-04-18;2020-10-17;"05.075.964/0001-12";"CINCO - CONFIANCA INDUSTRIA E COMERCIO LTDA.";"2310.01.0005838/2020-70";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNV03QmTiVf8HJrBhgdrdF810-6Ndp2jxC5JEqN8FAdGX";1152823;"SISTEMA FECHADO DE ASPIRACAO TRAQUEAL - TIPO: NEONATAL, CALIBRE 8 FRENCH;";2311;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"Montes Claros";30;45;45;1350;1350
"2311076 000134/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/30-04-2020/1831059/0/0/13609/0/0/0/0/8131/41300068/5218/18228/322585/2311076000134-2020";2020-04-07;"MATERIAIS MÉDICO HOSPITALARES";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2311076&numero=134&ano=2020";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"Concluído";"Dispensa de Licitação";NA;NA;9245982;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162686";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";2020-04-22;2020-04-18;2021-04-18;2020-10-17;"05.075.964/0001-12";"CINCO - CONFIANCA INDUSTRIA E COMERCIO LTDA.";"2310.01.0005838/2020-70";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNV03QmTiVf8HJrBhgdrdF810-6Ndp2jxC5JEqN8FAdGX";1152831;"SISTEMA FECHADO DE ASPIRACAO TRAQUEAL - TIPO: PEDIATRICO, CALIBRE 10 FRENCH;";2311;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"Montes Claros";30;45;45;1350;1350
"2311076 000200/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/02-07-2020/1831059/0/0/13726/0/0/0/0/20815/21110140/217891/1755897/325967/2311076000200-2020";2020-05-04;"MEDICAMENTO";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2311076&numero=200&ano=2020";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"Concluído";"Dispensa de Licitação";NA;NA;9251383;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163606";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";2020-07-02;2020-07-01;2021-12-27;2020-12-27;"75.014.167/0001-00";"NUNESFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA";"2310.01.0006565/2020-35";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ45mW9t_E3LIoTnYioO6kNk1Zk5f0ao3wEJQfu0IOIo";1755897;"SULFATO DE ZINCO - PRINCIPIO ATIVO: SULFATO DE ZINCO; CONCENTRACAO/DOSAGEM: 20 MG; FORMA FARMACEUTICA: COMPRIMIDO MASTIGAVEL; APRESENTACAO: .; COMPONENTE: .;";2311;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"MEDICAMENTOS ALOPATICOS";"Montes Claros";300;0,95;0,95;285;285
"2311076 000252/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/23-07-2020/1831059/0/0/61549/0/0/0/0/10980/65155602/131630/1043684/327048/2311076000252-2020";2020-05-15;"MATERIAIS MÉDICO-HOSPITALARES";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2311076&numero=252&ano=2020";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"Concluído";"Dispensa de Licitação";NA;NA;9253515;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163793";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";2020-07-15;2020-07-15;2022-07-15;2021-01-10;"20.235.404/0001-71";"DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA";"2310.01.0007196/2020-70";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNXpxwEEu6D_EKkzkM6HJ1K_7jlmEtGwlr1Uh_pnI01Gs";1722859;"EMBALAGEM DESCARTAVEL PARA ESTERILIZACAO -  MATERIA-PRIMA: SMS 100% POLIPROPILENO 60 G/M2; MATERIA-PRIMA 2: .; DIMENSOES (L X C ): 120 CM X 120 CM ; TIPO ESTERILIZACAO: COMPATIVEL COM A MATERIA-PRIMA ; INDICADOR: NAO POSSUI; APRESENTACAO: FOLHA  120 CM;";2311;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"EQUIPAMENTOS E ARTIGOS DE LABORATORIO, COMPONENTES E ACESSORIOS";"Montes Claros";50000;2,68;2,68;134000;134000
"2311076 000252/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/23-07-2020/1831059/0/0/61549/0/0/0/0/10980/65155602/131630/1043684/327048/2311076000252-2020";2020-05-15;"MATERIAIS MÉDICO-HOSPITALARES";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2311076&numero=252&ano=2020";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"Concluído";"Dispensa de Licitação";NA;NA;9253515;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163793";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";2020-07-15;2020-07-15;2022-07-15;2021-01-10;"20.235.404/0001-71";"DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA";"2310.01.0007196/2020-70";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNXpxwEEu6D_EKkzkM6HJ1K_7jlmEtGwlr1Uh_pnI01Gs";1722891;"EMBALAGEM DESCARTAVEL PARA ESTERILIZACAO -  MATERIA-PRIMA: SMS 100% POLIPROPILENO 45 G/M2; MATERIA-PRIMA 2: .; DIMENSOES (L X C ): 50 CM X 50 CM ; TIPO ESTERILIZACAO: COMPATIVEL COM A MATERIA-PRIMA; INDICADOR: NAO POSSUI; APRESENTACAO: FOLHA 50 CM;";2311;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"EQUIPAMENTOS E ARTIGOS DE LABORATORIO, COMPONENTES E ACESSORIOS";"Montes Claros";20000;0,44;0,44;8800;8800
"2311076 000252/2020";"http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/23-07-2020/1831059/0/0/61549/0/0/0/0/10980/65155602/131630/1043684/327048/2311076000252-2020";2020-05-15;"MATERIAIS MÉDICO-HOSPITALARES";"https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&codigoUnidadeCompra=2311076&numero=252&ano=2020";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"Concluído";"Dispensa de Licitação";NA;NA;9253532;"https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163783";2310;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";2020-07-15;2020-07-15;2022-07-15;2021-01-10;"29.753.710/0001-74";"BMAC COMERCIO & SERVICOS LTDA";"2310.01.0007196/2020-70";"https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNXpxwEEu6D_EKkzkM6HJ1K_7jlmEtGwlr1Uh_pnI01Gs";1043684;"EQUIPO PARA ADMINISTRACAO DE SOLUCOES - SOLUCAO: PARENTERAL; APLICACAO: PARA USO EM BOMBA DE INFUSAO; MATERIAL TUBO: PVC; COMPRIMENTO TUBO: MIN 1,80M PINCA ROLETE CORTA-FLUXO, LUER COM CAPA; CAMARA: GOTEJAMENTO FLEXIVEL E FILTROS;";2311;"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";"EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS";"Montes Claros";780;25;25;19500;19500
